"Year","AV","iteration_id"
2012,"2",195
2013,"0",195
2006,"2",196
2007,"2",196
2008,"3",196
2009,"3",196
2010,"3",196
2011,"6",196
2012,"2",196
2011,"2",197
2012,"1",197
2013,"7",197
2014,"3",197
2015,"6",197
2016,"5",197
2017,"5",197
2018,"4",197
2019,"2",197
2020,"2",197
2011,"4",198
2012,"4",198
2013,"4",198
2014,"8",198
2015,"8",198
2016,"11",198
2017,"15",198
2018,"7",198
2019,"12",198
2020,"3",198
2006,"3",199
2007,"1",199
2008,"1",199
2009,"2",199
2010,"3",199
2011,"3",199
1999,"1",200
2000,"16",200
2001,"14",200
2002,"10",200
2003,"15",200
2004,"16",200
2005,"7",200
2006,"10",200
2007,"12",200
2008,"12",200
2009,"13",200
2010,"8",200
2011,"4",200
2006,"1",201
2007,"5",201
2008,"4",201
2009,"5",201
2010,"8",201
2011,"4",201
2012,"4",201
2013,"2",201
2014,"1",201
2015,"2",201
2016,"1",201
2017,"3",201
2018,"0",201
2019,"1",201
2020,"1",201
2004,"2",202
2005,"2",202
2006,"1",202
2007,"6",202
2008,"4",202
2009,"0",202
2010,"6",202
2011,"4",202
2012,"1",202
2011,"1",203
2012,"6",203
2013,"2",203
2014,"4",203
2007,"1",204
2008,"0",204
2009,"1",204
2010,"3",204
2011,"7",204
2012,"8",204
2013,"6",204
2014,"1",204
2015,"7",204
2016,"9",204
2017,"4",204
2007,"1",205
2009,"0",205
2010,"4",205
2011,"4",205
2012,"1",205
2013,"0",205
2011,"8",206
2012,"8",206
2013,"12",206
2014,"6",206
2015,"16",206
2016,"7",206
2017,"6",206
2018,"1",206
2011,"2",207
2012,"2",207
2013,"7",207
2014,"7",207
2015,"9",207
2016,"4",207
2018,"11",207
2020,"15",207
2011,"1",208
2012,"0",208
2013,"1",208
2014,"1",208
2010,"0",209
2011,"1",209
2012,"8",209
2013,"8",209
2014,"7",209
2015,"5",209
2016,"6",209
2017,"5",209
2020,"0",209
2002,"2",210
2003,"7",210
2004,"5",210
2005,"5",210
2006,"10",210
2007,"8",210
2008,"1",210
2009,"8",210
2010,"6",210
2011,"9",210
2007,"0",212
2008,"1",212
2009,"2",212
2010,"7",212
2011,"7",212
2012,"3",212
2013,"0",212
2009,"5",213
2010,"6",213
2011,"6",213
2012,"0",213
2007,"5",214
2008,"7",214
2009,"4",214
2010,"5",214
2011,"7",214
2012,"5",214
2013,"5",214
2006,"1",215
2007,"2",215
2008,"1",215
2009,"2",215
2010,"1",215
2011,"5",215
2012,"7",215
2013,"8",215
2014,"6",215
2015,"6",215
2005,"1",216
2006,"6",216
2007,"8",216
2008,"4",216
2009,"6",216
2010,"7",216
2011,"5",216
2012,"3",216
2013,"2",216
2014,"3",216
2008,"0",217
2009,"2",217
2010,"1",217
2011,"0",217
2013,"2",217
2001,"0",218
2003,"2",218
2004,"8",218
2005,"1",218
2006,"0",218
2007,"0",218
2009,"1",218
2010,"0",218
2011,"0",218
2006,"1",219
2007,"0",219
2008,"2",219
2009,"1",219
2010,"3",219
2011,"2",219
2012,"1",219
2013,"9",219
2014,"5",219
2015,"2",219
2016,"5",219
2017,"0",219
2007,"0",220
2008,"1",220
2009,"0",220
2010,"1",220
2011,"0",220
2012,"0",220
2013,"0",220
2014,"0",220
2015,"0",220
2007,"1",221
2008,"2",221
2009,"1",221
2010,"2",221
2011,"5",221
2012,"6",221
2013,"1",221
2014,"1",221
2005,"2",222
2006,"2",222
2007,"1",222
2008,"2",222
2009,"6",222
2010,"5",222
2011,"8",222
2012,"5",222
2006,"1",223
2007,"2",223
2008,"2",223
2009,"3",223
2010,"2",223
2011,"7",223
2012,"6",223
2013,"8",223
2014,"9",223
2015,"9",223
2016,"10",223
2017,"1",223
2006,"0",224
2007,"3",224
2008,"2",224
2009,"2",224
2010,"1",224
2011,"2",224
2012,"1",224
2006,"8",225
2007,"2",225
2008,"1",225
2009,"1",225
2011,"0",225
2012,"0",225
2001,"2",226
2002,"7",226
2003,"8",226
2004,"2",226
2005,"6",226
2006,"7",226
2007,"2",226
2008,"4",226
2009,"6",226
2010,"6",226
2011,"2",226
2012,"1",226
2007,"4",227
2008,"5",227
2009,"6",227
2010,"3",227
2011,"6",227
2012,"7",227
2013,"2",227
2014,"3",227
2015,"5",227
2016,"1",227
2017,"2",227
2006,"2",228
2007,"0",228
2008,"1",228
2009,"4",228
2010,"2",228
2011,"0",228
2012,"1",228
2011,"0",229
2012,"0",229
2014,"0",229
2011,"2",230
2012,"3",230
2013,"5",230
2014,"5",230
2015,"1",230
2016,"2",230
2006,"5",232
2007,"7",232
2008,"9",232
2009,"3",232
2010,"2",232
2011,"0",232
2012,"0",232
2011,"11",233
2012,"12",233
2013,"14",233
2014,"11",233
2015,"13",233
2016,"12",233
2017,"11",233
2018,"8",233
2019,"7",233
2020,"5",233
2008,"3",234
2009,"2",234
2010,"2",234
2011,"2",234
2012,"3",234
2013,"1",234
2014,"3",234
2015,"3",234
2016,"2",234
2017,"4",234
2018,"3",234
2020,"2",234
2011,"0",235
2012,"9",235
2013,"15",235
2014,"12",235
2015,"4",235
2016,"9",235
2011,"9",236
2012,"8",236
2013,"5",236
2014,"4",236
2015,"3",236
2016,"5",236
2017,"6",236
2018,"8",236
2019,"5",236
2020,"2",236
2007,"2",237
2009,"3",237
2010,"2",237
2011,"8",237
2012,"0",237
2013,"0",237
2014,"0",237
2015,"0",237
2016,"2",237
2017,"2",237
2019,"2",237
2004,"1",239
2006,"3",239
2007,"1",239
2008,"5",239
2009,"10",239
2010,"7",239
2011,"9",239
2012,"7",239
2013,"1",239
2014,"7",239
2015,"4",239
2006,"6",240
2007,"9",240
2008,"6",240
2009,"6",240
2010,"1",240
2011,"8",240
2012,"1",240
2013,"0",240
2002,"4",241
2003,"10",241
2004,"11",241
2005,"7",241
2006,"6",241
2007,"6",241
2008,"5",241
2009,"12",241
2010,"6",241
2011,"7",241
2012,"1",241
2013,"6",241
2007,"1",242
2008,"1",242
2009,"3",242
2010,"2",242
2011,"1",242
2012,"1",242
2013,"2",242
2014,"1",242
2011,"8",243
2012,"5",243
2013,"6",243
2014,"3",243
2015,"6",243
2016,"2",243
2017,"0",243
2005,"3",244
2006,"2",244
2007,"4",244
2008,"2",244
2009,"0",244
2010,"0",244
2011,"1",244
2012,"0",244
2013,"0",244
2014,"0",244
2015,"0",244
2011,"1",245
2012,"5",245
2013,"5",245
2014,"6",245
2015,"2",245
2016,"1",245
2017,"1",245
2018,"1",245
2008,"0",246
2009,"0",246
2010,"0",246
2011,"1",246
2012,"1",246
2007,"0",249
2008,"1",249
2009,"2",249
2010,"4",249
2011,"2",249
2012,"7",249
2013,"5",249
2014,"2",249
2011,"7",250
2012,"5",250
2013,"7",250
2014,"7",250
2015,"2",250
2016,"3",250
2017,"6",250
2018,"3",250
2019,"1",250
2020,"1",250
2006,"5",251
2007,"9",251
2008,"11",251
2009,"11",251
2010,"9",251
2011,"4",251
2012,"1",251
2013,"4",251
2014,"0",251
2011,"5",252
2012,"3",252
2003,"2",254
2004,"5",254
2005,"5",254
2006,"2",254
2007,"5",254
2008,"2",254
2009,"5",254
2010,"8",254
2011,"3",254
2005,"4",255
2006,"7",255
2007,"11",255
2008,"8",255
2009,"8",255
2010,"3",255
2011,"3",255
2007,"3",256
2008,"3",256
2009,"3",256
2010,"8",256
2012,"0",256
2007,"0",257
2008,"4",257
2009,"6",257
2010,"3",257
2011,"7",257
2012,"8",257
2013,"7",257
2005,"2",258
2006,"5",258
2007,"5",258
2008,"3",258
2009,"9",258
2010,"7",258
2011,"7",258
2012,"3",258
2011,"4",259
2012,"6",259
2013,"4",259
2014,"7",259
2015,"3",259
2011,"6",260
2012,"9",260
2013,"10",260
2014,"9",260
2015,"4",260
2016,"8",260
2017,"0",260
2005,"3",261
2006,"6",261
2007,"3",261
2008,"8",261
2009,"5",261
2010,"5",261
2011,"13",261
2012,"5",261
2013,"5",261
2014,"2",261
2011,"2",262
2012,"4",262
2013,"2",262
2014,"2",262
2015,"2",262
2016,"3",262
2017,"2",262
2018,"1",262
2019,"0",262
2006,"1",264
2007,"7",264
2008,"4",264
2009,"1",264
2010,"1",264
2011,"10",264
2013,"1",264
2014,"0",264
2015,"0",264
2006,"1",265
2007,"3",265
2008,"0",265
2009,"1",265
2010,"1",265
2011,"1",265
2011,"8",266
2012,"6",266
2013,"5",266
2014,"5",266
2015,"8",266
2016,"4",266
2017,"6",266
2018,"4",266
2019,"2",266
2020,"1",266
2006,"1",267
2007,"3",267
2008,"2",267
2009,"3",267
2010,"4",267
2011,"4",267
2012,"3",267
2013,"3",267
2011,"0",268
2012,"0",268
2014,"0",268
2016,"5",268
2017,"1",268
2001,"6",269
2002,"5",269
2003,"7",269
2004,"11",269
2005,"9",269
2006,"3",269
2007,"6",269
2008,"11",269
2009,"5",269
2010,"2",269
2011,"3",269
2012,"0",269
2013,"1",269
1995,"5",270
1996,"10",270
1997,"3",270
1998,"4",270
1999,"6",270
2000,"12",270
2001,"10",270
2002,"13",270
2003,"7",270
2004,"10",270
2005,"11",270
2006,"2",270
2007,"2",270
2008,"8",270
2009,"1",270
2010,"6",270
2011,"1",270
2006,"9",271
2007,"9",271
2008,"1",271
2009,"8",271
2010,"6",271
2011,"3",271
1997,"0",272
1998,"6",272
1999,"6",272
2000,"7",272
2002,"14",272
2003,"7",272
2006,"12",272
2007,"10",272
2008,"11",272
2009,"6",272
2010,"7",272
2011,"5",272
2012,"6",272
2005,"2",273
2006,"3",273
2007,"10",273
2008,"10",273
2009,"7",273
2010,"8",273
2011,"5",273
2012,"1",273
2003,"0",274
2004,"1",274
2005,"2",274
2006,"2",274
2007,"6",274
2008,"7",274
2009,"9",274
2010,"8",274
2011,"4",274
2012,"4",274
2013,"6",274
2000,"6",275
2001,"7",275
2002,"6",275
2003,"10",275
2004,"9",275
2005,"4",275
2006,"6",275
2007,"7",275
2008,"8",275
2009,"14",275
2010,"8",275
2011,"4",275
2002,"8",276
2003,"11",276
2004,"1",276
2006,"9",276
2007,"9",276
2008,"15",276
2009,"9",276
2010,"3",276
2011,"14",276
2012,"10",276
2013,"8",276
2014,"10",276
2015,"4",276
2016,"5",276
2003,"0",277
2004,"2",277
2005,"5",277
2006,"8",277
2007,"5",277
2008,"7",277
2009,"7",277
2010,"6",277
2011,"7",277
2012,"2",277
2003,"9",278
2004,"10",278
2005,"7",278
2006,"11",278
2007,"8",278
2010,"13",278
2011,"4",278
2012,"13",278
2013,"8",278
2014,"8",278
2015,"4",278
2016,"1",278
2006,"2",279
2007,"1",279
2008,"0",279
2009,"3",279
2010,"2",279
2011,"0",279
2012,"0",279
2014,"0",279
2011,"3",280
2012,"6",280
2013,"6",280
2014,"6",280
2015,"7",280
2016,"5",280
2017,"4",280
2018,"5",280
2019,"0",280
2020,"0",280
2011,"2",281
2012,"6",281
2013,"3",281
2014,"2",281
2015,"5",281
2016,"7",281
2017,"5",281
2018,"5",281
2019,"4",281
2020,"3",281
2011,"3",282
2012,"1",282
2013,"1",282
2014,"2",282
2015,"0",282
2003,"3",283
2004,"6",283
2005,"10",283
2006,"7",283
2007,"6",283
2008,"5",283
2009,"6",283
2010,"4",283
2011,"4",283
1997,"2",284
1998,"3",284
1999,"2",284
2001,"10",284
2002,"11",284
2003,"14",284
2004,"10",284
2005,"7",284
2006,"7",284
2007,"8",284
2008,"11",284
2009,"11",284
2010,"7",284
2011,"1",284
2007,"1",285
2009,"1",285
2010,"4",285
2011,"0",285
2012,"0",285
2013,"1",285
2006,"3",287
2007,"0",287
2008,"1",287
2009,"3",287
2010,"3",287
2011,"5",287
2012,"9",287
2013,"6",287
2014,"0",287
2011,"1",289
2012,"7",289
2013,"3",289
2014,"6",289
2015,"1",289
2016,"1",289
2017,"2",289
2005,"1",290
2007,"1",290
2008,"0",290
2009,"1",290
2010,"5",290
2011,"1",290
2012,"3",290
2013,"3",290
2005,"0",292
2007,"2",292
2008,"2",292
2009,"4",292
2010,"2",292
2011,"3",292
2012,"2",292
2013,"2",292
2014,"2",292
2015,"2",292
2016,"2",292
2017,"2",292
2018,"0",292
2019,"0",292
2011,"1",293
2012,"1",293
2013,"7",293
2014,"8",293
2015,"6",293
2016,"9",293
2017,"10",293
2018,"6",293
2019,"11",293
2020,"9",293
1999,"0",294
2001,"1",294
2002,"9",294
2003,"9",294
2004,"14",294
2005,"8",294
2006,"11",294
2007,"8",294
2009,"8",294
2010,"8",294
2011,"6",294
2006,"6",295
2007,"10",295
2008,"1",295
2009,"7",295
2010,"6",295
2011,"5",295
2012,"2",295
2013,"3",295
2014,"1",295
2007,"5",296
2008,"8",296
2009,"7",296
2010,"4",296
2011,"7",296
2012,"4",296
2013,"1",296
2006,"5",297
2007,"1",297
2008,"5",297
2009,"10",297
2010,"7",297
2011,"7",297
2012,"6",297
2013,"8",297
2014,"2",297
2015,"7",297
2007,"2",298
2008,"2",298
2009,"2",298
2010,"2",298
2011,"2",298
2012,"1",298
2013,"1",298
2002,"0",299
2003,"2",299
2004,"1",299
2005,"3",299
2006,"2",299
2007,"7",299
2008,"7",299
2009,"6",299
2010,"8",299
2011,"6",299
2012,"2",299
2008,"4",300
2009,"3",300
2010,"3",300
2011,"0",300
2007,"1",301
2008,"1",301
2009,"1",301
2010,"1",301
2011,"1",301
2012,"1",301
2013,"0",301
2007,"1",302
2008,"1",302
2009,"1",302
2010,"3",302
2011,"1",302
2012,"3",302
2013,"2",302
2014,"1",302
2011,"0",303
2012,"4",303
2013,"5",303
2014,"8",303
2015,"6",303
2016,"2",303
2017,"2",303
2011,"8",305
2012,"8",305
2013,"7",305
2014,"7",305
2015,"4",305
2016,"2",305
2017,"4",305
2018,"2",305
2011,"4",306
2012,"5",306
2013,"3",306
2014,"1",306
2011,"0",307
2012,"1",307
2013,"1",307
2014,"1",307
2005,"2",308
2006,"8",308
2007,"2",308
2009,"3",308
2010,"1",308
2011,"2",308
2012,"1",308
2013,"1",308
2006,"2",310
2007,"2",310
2008,"7",310
2009,"6",310
2010,"8",310
2011,"9",310
2012,"7",310
2013,"8",310
2014,"2",310
2015,"7",310
2016,"1",310
2007,"1",311
2008,"6",311
2009,"9",311
2010,"5",311
2011,"2",311
2012,"0",311
2013,"4",311
2014,"4",311
2015,"5",311
2011,"0",312
2012,"1",312
2013,"0",312
2006,"2",313
2007,"0",313
2008,"1",313
2009,"4",313
2010,"2",313
2011,"0",313
2012,"1",313
2011,"6",314
2012,"2",314
2013,"8",314
2014,"6",314
2015,"8",314
2016,"6",314
2017,"3",314
2018,"2",314
2007,"1",317
2008,"1",317
2009,"2",317
2010,"1",317
2011,"3",317
2012,"1",317
2013,"0",317
2014,"0",317
2004,"7",318
2005,"1",318
2006,"6",318
2007,"7",318
2008,"4",318
2009,"3",318
2010,"6",318
2011,"3",318
2000,"3",320
2001,"11",320
2002,"12",320
2003,"7",320
2004,"8",320
2005,"13",320
2006,"11",320
2007,"10",320
2008,"5",320
2009,"Missed season - Violation of league personal conduct policy",320
2010,"Missed season - Violation of league personal conduct policy",320
2011,"5",320
2012,"0",320
2005,"0",321
2006,"0",321
2007,"2",321
2009,"2",321
2010,"1",321
2011,"7",321
2012,"0",321
2013,"2",321
2014,"1",321
2006,"0",322
2007,"1",322
2008,"1",322
2009,"0",322
2010,"0",322
2011,"0",322
2012,"1",322
2002,"4",323
2003,"6",323
2004,"6",323
2005,"2",323
2006,"13",323
2007,"10",323
2008,"10",323
2009,"12",323
2010,"10",323
2011,"3",323
2013,"2",323
2006,"2",324
2007,"7",324
2008,"9",324
2009,"8",324
2010,"7",324
2011,"4",324
2012,"5",324
2013,"1",324
2005,"2",325
2006,"3",325
2007,"4",325
2008,"7",325
2009,"3",325
2010,"7",325
2011,"5",325
2004,"0",326
2005,"0",326
2007,"1",326
2009,"2",326
2010,"1",326
2011,"2",326
2012,"2",326
2013,"0",326
2014,"1",326
2011,"1",327
2012,"3",327
2013,"4",327
2014,"1",327
2015,"0",327
2011,"7",328
2012,"6",328
2013,"12",328
2015,"6",328
2016,"12",328
2017,"7",328
2011,"4",329
2012,"11",329
2013,"6",329
2014,"3",329
2015,"1",329
2016,"0",329
2017,"1",329
2018,"1",329
2008,"1",331
2009,"1",331
2011,"1",331
2012,"0",331
2011,"4",332
2012,"0",332
2013,"4",332
2004,"2",333
2005,"4",333
2006,"4",333
2007,"2",333
2008,"5",333
2010,"2",333
2011,"5",333
2011,"3",334
2012,"3",334
2013,"0",334
2011,"1",335
2012,"1",335
2013,"0",335
2011,"4",336
2012,"0",336
2013,"2",336
2014,"1",336
2015,"0",336
2016,"7",336
2017,"3",336
2018,"2",336
2019,"0",336
2011,"5",337
2012,"8",337
2013,"9",337
2015,"8",337
2016,"3",337
2017,"7",337
2018,"6",337
2019,"8",337
2020,"8",337
2011,"5",338
2012,"8",338
2013,"7",338
2014,"4",338
2015,"3",338
2016,"6",338
2017,"3",338
2018,"8",338
2011,"1",339
2012,"6",339
2013,"3",339
2014,"4",339
2015,"2",339
2016,"3",339
2011,"0",340
2012,"1",340
2013,"7",340
2015,"0",340
2016,"6",340
2017,"2",340
2018,"2",340
2007,"1",341
2008,"1",341
2009,"1",341
2010,"1",341
2011,"1",341
2012,"2",341
2013,"1",341
2011,"1",342
2012,"1",342
2013,"3",342
2014,"3",342
2015,"1",342
2011,"8",343
2012,"6",343
2013,"13",343
2014,"7",343
2015,"9",343
2016,"11",343
2017,"10",343
2018,"12",343
2019,"11",343
2020,"1",343
2011,"1",344
2012,"2",344
2013,"4",344
2014,"1",344
2011,"1",345
2012,"1",345
2013,"2",345
2011,"1",346
2012,"6",346
2013,"2",346
2014,"0",346
2015,"3",346
2011,"0",347
2012,"0",347
2013,"2",347
2014,"0",347
2005,"0",348
2007,"0",348
2008,"0",348
2009,"4",348
2010,"6",348
2011,"4",348
2012,"1",348
2013,"2",348
2014,"4",348
2015,"7",348
2016,"6",348
2017,"9",348
2004,"1",349
2005,"0",349
2006,"4",349
2007,"1",349
2008,"0",349
2009,"1",349
2010,"2",349
2011,"1",349
2012,"1",349
2011,"0",350
2012,"7",350
2013,"5",350
2014,"3",350
2015,"4",350
2016,"1",350
2011,"1",351
2012,"1",351
2013,"3",351
2014,"8",351
2015,"6",351
2016,"2",351
2017,"5",351
2018,"7",351
2019,"3",351
2020,"3",351
2009,"5",352
2011,"2",352
2012,"3",352
2013,"3",352
2014,"1",352
2011,"2",353
2012,"3",353
2013,"1",353
2014,"0",353
2015,"3",353
2016,"1",353
2017,"1",353
2011,"1",355
2012,"2",355
2013,"1",355
2011,"3",357
2012,"0",357
2013,"5",357
2014,"1",357
2015,"0",357
2011,"2",358
2012,"3",358
2013,"3",358
2014,"2",358
2015,"1",358
2007,"0",359
2008,"3",359
2009,"5",359
2010,"10",359
2011,"5",359
2012,"0",359
2013,"11",359
2014,"10",359
2015,"9",359
2016,"6",359
2017,"4",359
2018,"4",359
2008,"2",360
2009,"4",360
2010,"6",360
2011,"9",360
2012,"7",360
2013,"3",360
2014,"6",360
2015,"8",360
2016,"10",360
2017,"2",360
2008,"9",361
2009,"10",361
2010,"13",361
2012,"4",361
2013,"1",361
2008,"4",362
2009,"4",362
2010,"6",362
2011,"8",362
2012,"3",362
2013,"2",362
2008,"5",363
2009,"6",363
2010,"7",363
2011,"6",363
2012,"6",363
2013,"5",363
2014,"6",363
2015,"6",363
2016,"6",363
2017,"6",363
2018,"7",363
2019,"4",363
2020,"0",363
2011,"4",364
2012,"6",364
2013,"5",364
2014,"4",364
2015,"4",364
2016,"5",364
2017,"4",364
2018,"1",364
2011,"1",365
2012,"3",365
2013,"1",365
2014,"0",365
2015,"5",365
2016,"1",365
1999,"5",367
2000,"10",367
2001,"14",367
2003,"11",367
2004,"Missed season - Retired",367
2005,"6",367
2006,"Missed season - Violation of league substance abuse policy",367
2007,"0",367
2008,"7",367
2009,"10",367
2010,"4",367
2011,"4",367
2011,"0",368
2012,"1",368
2013,"5",368
2014,"5",368
2015,"6",368
2016,"4",368
2017,"2",368
2018,"5",368
2011,"1",369
2012,"1",369
2013,"7",369
2014,"7",369
2015,"7",369
2016,"7",369
2017,"5",369
2018,"2",369
2011,"0",371
2012,"5",371
2013,"0",371
2011,"1",372
2012,"1",372
2013,"0",372
2011,"0",374
2012,"2",374
2013,"1",374
2011,"0",375
2011,"1",376
2012,"1",376
2013,"0",376
2014,"0",376
2015,"2",376
2011,"7",377
2012,"9",377
2013,"7",377
2014,"7",377
2015,"8",377
2016,"10",377
2017,"8",377
2018,"2",377
2019,"8",377
2020,"7",377
2011,"2",378
2012,"1",378
2013,"4",378
2014,"5",378
2015,"5",378
2016,"5",378
2017,"3",378
2018,"1",378
2011,"0",379
2012,"2",379
2013,"6",379
2014,"3",379
2015,"3",379
2016,"1",379
2011,"6",380
2012,"9",380
2013,"1",380
2014,"4",380
2015,"4",380
2016,"3",380
2017,"6",380
2018,"0",380
2019,"1",380
2011,"1",381
2012,"1",381
2013,"0",381
2014,"3",381
2015,"1",381
2016,"0",381
2017,"0",381
2018,"1",381
2019,"0",381
2020,"1",381
2011,"1",382
2012,"8",382
2013,"7",382
2014,"8",382
2015,"9",382
2016,"6",382
2017,"6",382
2018,"8",382
2011,"6",383
2012,"0",383
2013,"3",383
2014,"4",383
2015,"1",383
2011,"0",384
2012,"1",384
2013,"4",384
2014,"0",384
2005,"0",385
2006,"0",385
2007,"0",385
2008,"0",385
2009,"1",385
2010,"0",385
2011,"0",385
2012,"0",385
2004,"7",386
2005,"6",386
2006,"11",386
2007,"7",386
2008,"4",386
2009,"5",386
2010,"5",386
2011,"4",386
2006,"1",387
2007,"3",387
2008,"4",387
2009,"6",387
2010,"7",387
2011,"5",387
2012,"3",387
2004,"1",388
2005,"7",388
2006,"7",388
2007,"7",388
2008,"9",388
2009,"8",388
2010,"5",388
2011,"7",388
1997,"0",389
1998,"7",389
1999,"1",389
2000,"3",389
2001,"7",389
2002,"9",389
2003,"8",389
2004,"9",389
2005,"8",389
2006,"7",389
2007,"5",389
2008,"11",389
2009,"7",389
2010,"6",389
2011,"5",389
2011,"5",390
2012,"3",390
2013,"4",390
2011,"4",391
2012,"0",391
2014,"1",391
2011,"1",393
2012,"0",393
2013,"1",393
2014,"1",393
2015,"0",393
2016,"1",393
2011,"4",394
2012,"3",394
2013,"2",394
2014,"-1",394
2009,"0",395
2010,"3",395
2011,"3",395
2012,"11",395
2013,"9",395
2014,"7",395
2015,"0",395
2016,"0",395
2011,"0",396
2012,"0",396
2013,"1",396
2014,"1",396
2016,"0",396
2011,"3",397
2012,"1",397
2013,"1",397
2014,"5",397
2011,"6",398
2012,"3",398
2013,"3",398
2015,"0",398
2011,"2",400
2012,"1",400
2013,"0",400
2011,"4",401
2012,"4",401
2014,"1",401
2015,"5",401
2016,"3",401
2017,"0",401
2011,"0",402
2012,"1",402
2013,"3",402
2011,"0",403
2012,"0",403
2011,"1",404
2012,"2",404
2011,"1",405
2012,"0",405
2013,"1",405
2014,"0",405
2015,"1",405
2016,"0",405
2017,"0",405
2018,"0",405
2019,"0",405
2020,"0",405
2011,"0",406
2012,"3",406
2013,"6",406
2014,"1",406
2015,"5",406
2016,"6",406
2017,"6",406
2018,"3",406
2019,"1",406
2006,"1",407
2007,"6",407
2008,"5",407
2009,"5",407
2010,"4",407
2011,"6",407
2012,"5",407
2013,"6",407
2014,"2",407
2011,"1",408
2012,"3",408
2013,"4",408
2014,"3",408
2015,"0",408
2008,"1",409
2009,"7",409
2010,"7",409
2011,"9",409
2012,"3",409
2013,"8",409
2014,"5",409
2015,"2",409
2011,"1",410
2012,"0",410
2011,"1",412
2012,"0",412
2011,"0",413
2012,"2",413
2013,"2",413
2014,"2",413
2015,"13",413
2016,"2",413
2017,"4",413
2018,"0",413
2011,"1",414
2012,"2",414
2013,"4",414
2014,"3",414
2015,"5",414
2016,"13",414
2017,"4",414
2018,"7",414
2019,"7",414
2011,"0",415
2011,"0",416
2012,"0",416
2013,"1",416
2014,"0",416
2015,"1",416
2016,"0",416
2017,"1",416
2018,"1",416
2019,"0",416
2020,"0",416
2011,"6",418
2012,"3",418
2013,"1",418
2011,"1",419
2012,"3",419
2013,"3",419
2014,"0",419
2015,"0",419
2011,"1",420
2012,"0",420
2011,"0",421
2012,"0",421
2001,"8",422
2002,"8",422
2003,"6",422
2004,"2",422
2005,"5",422
2006,"6",422
2007,"9",422
2008,"8",422
2009,"9",422
2010,"4",422
2011,"10",422
2012,"1",422
2013,"1",422
2006,"0",423
2007,"1",423
2008,"1",423
2009,"0",423
2010,"5",423
2011,"5",423
2012,"1",423
2011,"0",424
2012,"0",424
2011,"1",425
2012,"0",425
2013,"1",425
2014,"1",425
2015,"0",425
2016,"0",425
2017,"1",425
2018,"1",425
2019,"0",425
2020,"0",425
2004,"1",427
2005,"5",427
2007,"2",427
2008,"1",427
2009,"0",427
2010,"1",427
2011,"0",427
2012,"2",427
2013,"0",427
2011,"1",429
2012,"2",429
2013,"1",429
2011,"3",430
2012,"1",430
2013,"3",430
2014,"2",430
2015,"2",430
2016,"3",430
2017,"1",430
2011,"2",432
2012,"2",432
2013,"1",432
2011,"3",433
2012,"7",433
2013,"5",433
2014,"3",433
2015,"0",433
2016,"4",433
2017,"2",433
2018,"3",433
2010,"0",434
2012,"0",434
2011,"1",435
2012,"1",435
2015,"6",435
2016,"3",435
2017,"12",435
2018,"6",435
2019,"3",435
2020,"2",435
2011,"0",436
2012,"2",436
2013,"0",436
2006,"1",437
2007,"6",437
2008,"6",437
2009,"2",437
2010,"3",437
2011,"1",437
2012,"6",437
2011,"3",438
2012,"0",438
2013,"0",438
2014,"0",438
2015,"1",438
2016,"0",438
2017,"2",438
2011,"3",439
2012,"7",439
2013,"4",439
2014,"3",439
2015,"1",439
2016,"5",439
2017,"2",439
2018,"0",439
2011,"6",440
2015,"15",440
2016,"10",440
2017,"3",440
2018,"5",440
2019,"12",440
2020,"2",440
2011,"0",441
2012,"2",441
2013,"0",441
2014,"3",441
2016,"0",441
2017,"1",441
2018,"1",441
2011,"1",443
2012,"1",443
2011,"0",444
2012,"0",444
2013,"2",444
2014,"2",444
2015,"0",444
2016,"1",444
2017,"0",444
2011,"1",445
2012,"0",445
2013,"0",445
2011,"0",447
2012,"0",447
2013,"1",447
2014,"0",447
2015,"0",447
2011,"1",448
2012,"2",448
2013,"1",448
2014,"0",448
2015,"1",448
2016,"1",448
2017,"1",448
2011,"0",449
2012,"1",449
2013,"1",449
2014,"3",449
2015,"1",449
2016,"5",449
2017,"8",449
2018,"2",449
2019,"6",449
2020,"2",449
2011,"0",450
2012,"0",450
2013,"1",450
2014,"3",450
2015,"0",450
2011,"0",453
2012,"1",453
2013,"1",453
2014,"3",453
2016,"0",453
2011,"2",454
2012,"4",454
2013,"2",454
2014,"2",454
2015,"6",454
2016,"1",454
2017,"3",454
2018,"1",454
2019,"3",454
2020,"6",454
2011,"0",455
2012,"3",455
2013,"2",455
2014,"1",455
2015,"6",455
2016,"0",455
2017,"0",455
2018,"1",455
2019,"0",455
2020,"0",455
2011,"0",457
2012,"0",457
2013,"0",457
2011,"0",459
2012,"1",459
2013,"1",459
2014,"1",459
2011,"0",460
2011,"2",461
2012,"1",461
2013,"1",461
2011,"0",463
2012,"7",463
2013,"7",463
2014,"1",463
2015,"7",463
2016,"6",463
2017,"8",463
2018,"4",463
2011,"1",465
2012,"1",465
2013,"4",465
2014,"7",465
2015,"5",465
2016,"4",465
2017,"6",465
2011,"2",466
2012,"2",466
2013,"6",466
2014,"5",466
2015,"5",466
2016,"6",466
2017,"5",466
2018,"1",466
2019,"2",466
2011,"0",468
2012,"0",468
2011,"2",469
2012,"2",469
2013,"0",469
